,DBA,BORO,STREET,ZIPCODE
21469,SHINY TEA,Manhattan,BROADWAY,10025.0
17116,JOE & THE JUICE,Manhattan,BROADWAY,10025.0
10405,ELIS WINE BAR,Manhattan,AMSTERDAM AVENUE,10025.0
10928,MCDONALD'S,Manhattan,BROADWAY,10025.0
12621,DOABA DELI,Manhattan,COLUMBUS AVENUE,10025.0
21532,PAPA JOHN'S PIZZA,Manhattan,AMSTERDAM AVENUE,10025.0
10289,LA NUEVA VICTORIA RESTAURANT,Manhattan,BROADWAY,10025.0
20719,MEKONG,Manhattan,COLUMBUS AVENUE,10025.0
21539,MOONRISE IZAKAYA,Manhattan,AMSTERDAM AVENUE,10025.0
41220,STREET TACO,Manhattan,BROADWAY,10025.0
38124,SUBWAY,Manhattan,COLUMBUS AVENUE,10025.0
13493,DUNKIN,Manhattan,AMSTERDAM AVENUE,10025.0
10261,OSTERIA 106,Manhattan,WEST  106 STREET,10025.0
14760,THE TANG,Manhattan,AMSTERDAM AVENUE,10025.0
12537,VILLAGE CREPERIE,Manhattan,AMSTERDAM AVENUE,10025.0
41059,SAIGUETTE,Manhattan,COLUMBUS AVENUE,10025.0
17562,STROKOS GOURMET DELI,Manhattan,AMSTERDAM AVENUE,10025.0
15125,V & T RESTAURANT,Manhattan,AMSTERDAM AVENUE,10025.0
23339,PLANTSHED COFFEE BAR,Manhattan,AMSTERDAM AVENUE,10025.0
10645,PEAKY BARISTA,Manhattan,BROADWAY,10025.0
13025,SMOKE,Manhattan,BROADWAY,10025.0
26367,MAMA'S TOO!,Manhattan,BROADWAY,10025.0
13102,THE GRAND FEAST,Manhattan,AMSTERDAM AVENUE,10025.0
17315,TROPICAL SENSATION,Manhattan,AMSTERDAM AVENUE,10025.0
32325,TAP-A-KEG,Manhattan,BROADWAY,10025.0
15185,RANCHO TEQUILERA,Manhattan,AMSTERDAM AVENUE,10025.0
10826,SPOONBREAD TOO,Manhattan,WEST  110 STREET,10025.0
58988,MAKE MY CAKE,Manhattan,COLUMBUS AVENUE,10025.0
12950,KOKO WINGS,Manhattan,WEST  106 STREET,10025.0
10477,PIE PIE PIZZA,Manhattan,COLUMBUS AVENUE,10025.0
17246,HIMALAYAN CURRY HOUSE,Manhattan,WEST  108 STREET,10025.0
23153,KORONET PIZZA,Manhattan,BROADWAY,10025.0
23474,THE HEIGHTS BAR & GRILL,Manhattan,BROADWAY,10025.0
23134,MOKJA,Manhattan,AMSTERDAM AVENUE,10025.0
37539,MIGHTY CATCH,Manhattan,COLUMBUS AVENUE,10025.0
50307,P & S DELI GROCERY,Manhattan,COLUMBUS AVENUE,10025.0
26191,FREDA'S,Manhattan,COLUMBUS AVENUE,10025.0
58225,LENNY'S BAGELS,Manhattan,BROADWAY,10025.0
25993,TALIA'S STEAKHOUSE,Manhattan,AMSTERDAM AVENUE,10025.0
31358,ATLAS KITCHEN,Manhattan,WEST  109 STREET,10025.0
13526,EFFYS CAFE,Manhattan,WEST   96 STREET,10025.0
14523,SHAKE SHACK,Manhattan,BROADWAY,10025.0
20527,SCREME GELATO BAR,Manhattan,WEST   94 STREET,10025.0
21796,OREN'S DAILY ROAST,Manhattan,BROADWAY,10025.0
21797,BIRCH COFFEE,Manhattan,COLUMBUS AVENUE,10025.0
19470,SWEETGREEN,Manhattan,BROADWAY,10025.0
13788,NEW ASIA,Manhattan,AMSTERDAM AVENUE,10025.0
10023,YAKITORI SUN-CHAN,Manhattan,BROADWAY,10025.0
29739,BUCEO 95,Manhattan,WEST   95 STREET,10025.0
15844,CREPES ON COLUMBUS,Manhattan,COLUMBUS AVENUE,10025.0
49225,1020 BAR,Manhattan,AMSTERDAM AVENUE,10025.0
13790,NEW AMSTERDAM BURGER AND BAR,Manhattan,COLUMBUS AVENUE,10025.0
30779,DUNKIN',Manhattan,WEST  104 STREET,10025.0
22401,GERTRUDE,Manhattan,WEST   96 STREET,10025.0
43937,SAL AND CARMINE PIZZA,Manhattan,BROADWAY,10025.0
33475,CHIPOTLE MEXICAN GRILL,Manhattan,COLUMBUS AVENUE,10025.0
19596,HAMILTON DELI,Manhattan,AMSTERDAM AVENUE,10025.0
19597,KYURAMEN,Manhattan,BROADWAY,10025.0
12083,OLLIE'S CHINESE RESTAURANT,Manhattan,BROADWAY,10025.0
24575,HUNGARIAN PASTRY SHOP,Manhattan,AMSTERDAM AVENUE,10025.0
15970,BLUE BOTTLE COFFEE,Manhattan,BROADWAY,10025.0
22415,PRESSED JUICERY,Manhattan,BROADWAY,10025.0
24294,FAMOUS FAMIGLIA PIZZERIA,Manhattan,BROADWAY,10025.0
27173,AU JUS UPPER WEST SIDE,Manhattan,BROADWAY,10025.0
24280,HEX AND COMPANY,Manhattan,BROADWAY,10025.0
35403,SCARLATTO,Manhattan,AMSTERDAM AVENUE,10025.0
24010,PERFECTO PIZZERIA,Manhattan,BROADWAY,10025.0
28373,LA PICCOLA CUCINA,Manhattan,AMSTERDAM AVENUE,10025.0
39039,BEN & JERRY'S,Manhattan,BROADWAY,10025.0
37260,MALAYSIA GRILL,Manhattan,WEST  104 STREET,10025.0
32948,ORTOMARE RISTORANTE PIZZERIA,Manhattan,COLUMBUS AVENUE,10025.0
12426,GREEN GENERATION NYC INC,Manhattan,BROADWAY,10025.0
60440,HOMEMADE TAQUERIA,Manhattan,COLUMBUS AVENUE,10025.0
13618,SWEETGREEN,Manhattan,WEST  115 STREET,10025.0
15591,KOUZAN,Manhattan,AMSTERDAM AVENUE,10025.0
13621,THE HAMILTON,Manhattan,AMSTERDAM AVENUE,10025.0
41408,CHIRPING CHICKEN,Manhattan,COLUMBUS AVENUE,10025.0
13638,MANHATTAN DINER,Manhattan,BROADWAY,10025.0
35431,PIO PIO,Manhattan,AMSTERDAM AVENUE,10025.0
20645,ABSOLUTE BAGELS,Manhattan,BROADWAY,10025.0
44440,AAGAN INDIAN RESTAURANT,Manhattan,BROADWAY,10025.0
49438,OZEN SUSHI ASIAN FUSION,Manhattan,AMSTERDAM AVENUE,10025.0
10122,TOM'S RESTAURANT,Manhattan,BROADWAY,10025.0
22607,COMA BUENO RESTAURANT,Manhattan,COLUMBUS AVENUE,10025.0
19427,MEL'S BURGER BAR,Manhattan,BROADWAY,10025.0
13720,CAFE DU SOLEIL,Manhattan,WEST  104 STREET,10025.0
43795,JUST PHO YOU,Manhattan,BROADWAY,10025.0
36260,AMITY HALL,Manhattan,AMSTERDAM AVENUE,10025.0
27648,108 FOOD DRIED HOT POT,Manhattan,BROADWAY,10025.0
5059,BROADWAY PIZZA,Manhattan,BROADWAY,10025.0
187622,M.A.C.C. Wine Bar,Manhattan,WEST  106 STREET,10025.0
108076,CASA MEXICANA,Manhattan,AMSTERDAM AVENUE,10025.0
9345,SERAFINA 105,Manhattan,BROADWAY,10025.0
99299,COOL FRESH JUICE BAR,Manhattan,BROADWAY,10025.0
5899,DEMITASSE COFFEE & TEA,Manhattan,COLUMBUS AVENUE,10025.0
101243,OSTERIA ACCADEMIA,Manhattan,AMSTERDAM AVENUE,10025.0
68804,PERFECT PICNIC,Manhattan,CENTRAL PARK WEST,10025.0
8610,LITE DELITE CAFE (EQUINOX),Manhattan,BROADWAY,10025.0
79298,WINGSTOP,Manhattan,BROADWAY,10025.0
6970,MAMA'S PIZZERIA,Manhattan,AMSTERDAM AVENUE,10025.0
114655,BANH,Manhattan,AMSTERDAM AVENUE,10025.0
2843,LITTLE ITALY PIZZA,Manhattan,WEST   92 STREET,10025.0
2518,COMMUNITY FOOD AND JUICE,Manhattan,BROADWAY,10025.0
4336,SUBWAY,Manhattan,BROADWAY,10025.0
64472,SUSHI W,Manhattan,BROADWAY,10025.0
112562,ZELMA'S CAFFE,Manhattan,BROADWAY,10025.0
4504,GONG CHA,Manhattan,BROADWAY,10025.0
5696,KAM LAI,Manhattan,AMSTERDAM AVENUE,10025.0
205479,SHUN LEE,Manhattan,BROADWAY,10025.0
86282,POPEYES,Manhattan,BROADWAY,10025.0
7839,EDGAR'S CAFE,Manhattan,AMSTERDAM AVENUE,10025.0
4344,SYMPOSIUM GREEK RESTAURANT,Manhattan,WEST  113 STREET,10025.0
1172,SPICE,Manhattan,AMSTERDAM AVENUE,10025.0
9309,BOSINO,Manhattan,WEST  103 STREET,10025.0
132110,PokeDoke,Manhattan,WEST  106 STREET,10025.0
155379,FUMO,Manhattan,BROADWAY,10025.0
183103,AWASH ETHIOPIAN RESTAURANT,Manhattan,AMSTERDAM AVENUE,10025.0
5201,TARTINA,Manhattan,AMSTERDAM AVENUE,10025.0
6628,VINO LEVANTINO,Manhattan,WEST   94 STREET,10025.0
2734,BROADWAY BAGEL,Manhattan,BROADWAY,10025.0
6902,BASICS,Manhattan,AMSTERDAM AVENUE,10025.0
2500,CAFE VIVA,Manhattan,BROADWAY,10025.0
8514,GIOVANNI'S ITALIAN PIZZERIA,Manhattan,COLUMBUS AVENUE,10025.0
76471,AMSTERDAM SEAFOOD BOIL,Manhattan,AMSTERDAM AVENUE,10025.0
78773,BOB'S YOUR UNCLE,Manhattan,COLUMBUS AVENUE,10025.0
5257,DIG INN SEASONAL MARKET,Manhattan,BROADWAY,10025.0
75251,Jet's Pizza,Manhattan,AMSTERDAM AVENUE,10025.0
4678,MISS SAIGON,Manhattan,AMSTERDAM AVENUE,10025.0
9521,THE HALAL GUYS,Manhattan,AMSTERDAM AVENUE,10025.0
227401,PICO DE GALLO BAR & KITCHEN,Manhattan,AMSTERDAM AVENUE,10025.0
8580,EL MALECON RESTAURANT,Manhattan,AMSTERDAM AVENUE,10025.0
84725,107 DAILY & GRILL,Manhattan,AMSTERDAM AVENUE,10025.0
7451,SHESHE PIZZERIA,Manhattan,COLUMBUS AVENUE,10025.0
101657,STARBUCKS COFFEE,Manhattan,COLUMBUS AVENUE,10025.0
3780,CURRY KING,Manhattan,COLUMBUS AVENUE,10025.0
1441,MANHATTAN VALLEY,Manhattan,BROADWAY,10025.0
107387,SUMA SUSHI,Manhattan,AMSTERDAM AVENUE,10025.0
6936,FLOR DE MAYO RESTAURANT,Manhattan,BROADWAY,10025.0
1635,"ROTI ROLL , SUITE",Manhattan,AMSTERDAM AVENUE,10025.0
654,Pizza Hut Express,Manhattan,WEST  100 STREET,10025.0
92445,COLUMBUS CEAFOOD,Manhattan,COLUMBUS AVENUE,10025.0
2833,REGIONAL,Manhattan,BROADWAY,10025.0
8810,NEW KAM LAI,Manhattan,AMSTERDAM AVENUE,10025.0
9304,JUNZI KITCHEN,Manhattan,BROADWAY,10025.0
136424,PINKBERRY,Manhattan,BROADWAY,10025.0
209317,TAQUERIA 86,Manhattan,WEST   94 STREET,10025.0
2966,PEAKY BARISTA,Manhattan,COLUMBUS AVENUE,10025.0
91396,CHEESY PIZZA,Manhattan,BROADWAY,10025.0
4140,MILA CAFE,Manhattan,COLUMBUS AVENUE,10025.0
3369,BENNY'S CHAO KING RESTAURANT,Manhattan,COLUMBUS AVENUE,10025.0
2044,TRUDY'S ICE CREAM,Manhattan,COLUMBUS AVENUE,10025.0
98470,SAPPS UWS,Manhattan,BROADWAY,10025.0
3510,CALAVERAS CORNER,Manhattan,AMSTERDAM AVENUE,10025.0
90612,Ger Sushi,Manhattan,AMSTERDAM AVENUE,10025.0
89318,KIKOO SUSHI,Manhattan,COLUMBUS AVENUE,10025.0
166209,FILICORI ZECCHINI COFFEE,Manhattan,BROADWAY,10025.0
7059,PLOWSHARES COFFEE,Manhattan,BROADWAY,10025.0
578,PATIS,Manhattan,AMSTERDAM AVENUE,10025.0
3931,ARCO CAFE,Manhattan,AMSTERDAM AVENUE,10025.0
3395,GENNARO RESTAURANT,Manhattan,AMSTERDAM AVENUE,10025.0
7097,ARTS AND CRAFTS BEER PARLOR,Manhattan,AMSTERDAM AVENUE,10025.0
1082,MIYAKO,Manhattan,AMSTERDAM AVENUE,10025.0
5488,AYURVEDA CAFE,Manhattan,AMSTERDAM AVENUE,10025.0
4795,NARUTO RAMEN,Manhattan,BROADWAY,10025.0
102637,WU & NUSSBAUM,Manhattan,BROADWAY,10025.0
9734,LION'S HEAD TAVERN,Manhattan,AMSTERDAM AVENUE,10025.0
179318,EUGENE MILLER,Manhattan,AMSTERDAM AVENUE,10025.0
3092,TEXAS ROTISSERIE & GRILL,Manhattan,BROADWAY,10025.0
81373,THAI MARKET,Manhattan,AMSTERDAM AVENUE,10025.0
105729,GUACAMOLE,Manhattan,AMSTERDAM AVENUE,10025.0
3895,GRAIN HOUSE,Manhattan,AMSTERDAM AVENUE,10025.0
105639,BROADWAY DIVE,Manhattan,BROADWAY,10025.0
2026,DUNKIN/BASKIN ROBBINS,Manhattan,WEST  108 STREET,10025.0
101994,IZZY'S SMOKEHOUSE,Manhattan,AMSTERDAM AVENUE,10025.0
98944,BLUE MARBLE ICE CREAM,Manhattan,BROADWAY,10025.0
177777,MOGE TEE,Manhattan,AMSTERDAM AVENUE,10025.0
3142,HAPPY HOT HUNAN RESTAURANT,Manhattan,AMSTERDAM AVENUE,10025.0
97664,BAAZI NYC,Manhattan,BROADWAY,10025.0
66802,ANAR,Manhattan,AMSTERDAM AVENUE,10025.0
4757,PRET A MANGER,Manhattan,BROADWAY,10025.0
7005,WESTSIDE WOK / KONATA SUSHI BAR,Manhattan,AMSTERDAM AVENUE,10025.0
3824,TAQUERIA Y FONDA LA MEXICANA,Manhattan,AMSTERDAM AVENUE,10025.0
5984,THE CALAVERAS,Manhattan,COLUMBUS AVENUE,10025.0
8724,CORNER CAFE,Manhattan,BROADWAY,10025.0
127069,LOCO COCO,Manhattan,BROADWAY,10025.0
4462,DON RAMON RESTAURANT,Manhattan,COLUMBUS AVENUE,10025.0
81850,Fillup Coffee,Manhattan,BROADWAY,10025.0
69362,PARIS BAGUETTE CAFE,Manhattan,BROADWAY,10025.0
7207,ZHONG HUA RESTAURANT,Manhattan,WEST  100 STREET,10025.0
3173,DUNKIN,Manhattan,BROADWAY,10025.0
6822,SZECHUAN GARDEN,Manhattan,WEST  105 STREET,10025.0
9457,SILVER MOON BAKERY,Manhattan,BROADWAY,10025.0
573,LA VERA,Manhattan,BROADWAY,10025.0
7040,SHAKING CRAB,Manhattan,BROADWAY,10025.0
69378,DIVE BAR,Manhattan,AMSTERDAM AVENUE,10025.0
7767,WOLFNIGHTS,Manhattan,BROADWAY,10025.0
71563,BO'S BAGELS,Manhattan,WEST  116 STREET,10026.0
7428,EL VALLE 46 RESTAURANT,Manhattan,SAINT NICHOLAS AVENUE,10026.0
7416,KEUR COUMBA RESTAURANT,Manhattan,WEST  116 STREET,10026.0
79528,MR. LEE'S BAKERY,Manhattan,WEST  118 STREET,10026.0
1677,DUNKIN,Manhattan,WEST  110 STREET,10026.0
11719,EMPIRE 111,Manhattan,A C POWELL BOULEVARD,10026.0
56745,JUMBO HAMBURGER PLACE,Manhattan,WEST  116 STREET,10026.0
4282,PIKINE AFRICAN RESTAURANT,Manhattan,WEST  116 STREET,10026.0
9383,DRAGON ONE OF MANHATTAN,Manhattan,8 AVENUE,10026.0
19654,1927 Cafe Bar Popularr,Manhattan,SAINT NICHOLAS AVENUE,10026.0
6873,SAFARI,Manhattan,WEST  116 STREET,10026.0
74265,EL ENCANTO DE LOLA 2,Manhattan,LENOX AVENUE,10026.0
48337,TEXAS FRIED CHICKEN,Manhattan,8 AVENUE,10026.0
8709,HARLEM TAVERN,Manhattan,8 AVENUE,10026.0
67651,LA SAVANE,Manhattan,WEST  116 STREET,10026.0
3650,MELBA'S,Manhattan,WEST  114 STREET,10026.0
17727,SUGAR HILL CREAMERY,Manhattan,LENOX AVENUE,10026.0
67517,L.A. SWEETSNY,Manhattan,LENOX AVENUE,10026.0
29759,HARLEM FOOD CT,Manhattan,WEST  116 STREET,10026.0
67427,SEASONED VEGAN,Manhattan,ST NICHOLAS AVENUE,10026.0
34679,CAFE AMRITA,Manhattan,WEST  110 STREET,10026.0
144505,ECOJUICE,Manhattan,WEST  116 STREET,10026.0
85755,KENNEDY FRIED CHICKEN,Manhattan,5 AVENUE,10026.0
13497,LA DIAGONAL,Manhattan,SAINT NICHOLAS AVENUE,10026.0
56949,CECIL'S STEAKHOUSE/ MINTON'S PLAYHOUSE,Manhattan,WEST  118 STREET,10026.0
100093,LEVAIN BAKERY,Manhattan,FREDERICK DOUGLAS BOULEVARD,10026.0
30806,STARBUCKS COFFEE,Manhattan,FREDERICK DOUGLAS BOULEVARD,10026.0
1963,SOJOURNER COFFEE,Manhattan,WEST  116 STREET,10026.0
33997,FIELDTRIP,Manhattan,LENOX AVENUE,10026.0
47972,LIDO,Manhattan,FREDERICK DOUGLAS BOULEVARD,10026.0
30158,MAKE MY FISH,Manhattan,WEST  116 STREET,10026.0
34784,THE CREPE MASTER,Manhattan,WEST  116 STREET,10026.0
27565,B2 HARLEM,Manhattan,WEST  119 STREET,10026.0
954,DRAGON SUSHI OF 8 AVENUE,Manhattan,8 AVENUE,10026.0
1789,AMY RUTH'S RESTAURANT,Manhattan,WEST  116 STREET,10026.0
10598,Lolo's Seafood Shack,Manhattan,WEST  116 STREET,10026.0
11610,MIST HARLEM,Manhattan,WEST  116 STREET,10026.0
8425,TROPILYZ,Manhattan,7 AVENUE,10026.0
3003,SILVANA,Manhattan,WEST  116 STREET,10026.0
61172,LOS 3 CHARROS MEXICAN RESTAURANT,Manhattan,LENOX AVENUE,10026.0
38748,67 ORANGE STREET,Manhattan,FREDERICK DOUGLAS BOULEVARD,10026.0
3157,ZOMA,Manhattan,FREDRICK DOUGLAS BOULEVARD,10026.0
42397,MAMA'S FRIED CHICKEN,Manhattan,MALCOLM X BOULEVARD,10026.0
55420,NEW LIFE JUICE BAR & LOUNGE,Manhattan,SAINT NICHOLAS AVENUE,10026.0
3847,IL CAFFE LATTE,Manhattan,LENOX AVENUE,10026.0
31458,LE PETIT PARISIEN,Manhattan,MALCOLM X BOULEVARD,10026.0
29129,DOUBLE DUTCH ESPRESSO,Manhattan,FREDRICK DOUGLAS BOULEVARD,10026.0
27664,MAMA'S FRIED CHICKEN,Manhattan,8 AVENUE,10026.0
18147,RISTORANTE SETTEPANI,Manhattan,LENOX AVENUE,10026.0
152618,L LOUNGE,Manhattan,8 AVENUE,10026.0
34459,ARCHER AND GOAT,Manhattan,LENOX AVENUE,10026.0
9998,JAMAICAN COOKSPOT,Manhattan,WEST  116 STREET,10026.0
45088,HARLEM PIZZA CO.,Manhattan,WEST  116 STREET,10026.0
82650,MONKEY CUP,Manhattan,7 AVENUE,10026.0
17644,LE BAOBAB-GOUYGUI RESTAURANT,Manhattan,WEST  116 STREET,10026.0
69801,VINATERIA,Manhattan,FREDERICK DOUGLAS BOULEVARD,10026.0
78700,PEKING KITCHEN II,Manhattan,8 AVENUE,10026.0
286,CLAIRES KITCHEN CAFE,Manhattan,SAINT NICHOLAS AVENUE,10026.0
29750,FENG SHUN CHANGE 1979 INC,Manhattan,WEST  111 STREET,10026.0
159216,POPEYES,Manhattan,WEST  116 STREET,10026.0
13890,"DUNKIN', BASKIN ROBBINS",Manhattan,WEST  116 STREET,10026.0
27688,SUBWAY,Manhattan,CENTRAL PARK NORTH,10026.0
2573,PASTITALIA,Manhattan,LENOX AVENUE,10027.0
47879,LENFEST CAFE - JEROME GREEN HALL,Manhattan,WEST  116 STREET,10027.0
5056,YUZU,Manhattan,LENOX AVENUE,10027.0
1931,9Tails,Manhattan,WEST  126 STREET,10027.0
2615,INDIAN SUMMER,Manhattan,MALCOLM X BOULEVARD,10027.0
22053,NIKKO,Manhattan,AMSTERDAM AVENUE,10027.0
6528,BARNARD COLLEGE HEWITT DINING HALL,Manhattan,BROADWAY,10027.0
16213,MAX SOHA,Manhattan,AMSTERDAM AVENUE,10027.0
10395,THE FACULTY HOUSE,Manhattan,MORNINGSIDE DRIVE,10027.0
26977,IPIZZA NY,Manhattan,WEST  125 STREET,10027.0
1780,THE FAMOUS JIMBO'S HAMBURGER PALACE,Manhattan,AMSTERDAM AVENUE,10027.0
98695,NEW TANG'S RESTAURANT,Manhattan,SAINT NICHOLAS AVENUE,10027.0
21756,STARBUCKS COFFEE,Manhattan,BROADWAY,10027.0
4823,TITO'S BBQ STATION,Manhattan,LENOX AVENUE,10027.0
3618,EL PORTON BAR & RESTAURANT,Manhattan,BROADWAY,10027.0
4402,HARLEM ALE HOUSE,Manhattan,WEST  127 STREET,10027.0
21675,CHIPOTLE MEXICAN GRILL,Manhattan,WEST  125 STREET,10027.0
31135,CHECKERS,Manhattan,SAINT NICHOLAS AVENUE,10027.0
19659,CRAB DU JOUR XPRESS,Manhattan,MALCOLM X BOULEVARD,10027.0
1997,BABBALUCCI'S,Manhattan,LENOX AVENUE,10027.0
21994,INSOMNIA COOKIES,Manhattan,WEST  125 STREET,10027.0
39905,CHARTWELLS @ MANHATTAN SCHOOL OF MUSIC,Manhattan,CLAREMONT AVENUE,10027.0
16327,POPEYES,Manhattan,WEST  125 STREET,10027.0
58545,CAFE EAST,Manhattan,BROADWAY,10027.0
53135,SKINNY CANTINA,Manhattan,W 133RD ST,10027.0
27122,SYLVIA'S RESTAURANT,Manhattan,LENOX AVENUE,10027.0
47606,J. RESTAURANT,Manhattan,FREDERICK DOUGLAS BOULEVARD,10027.0
1101,HARLEMITE RESTAURANT,Manhattan,LENOX AVENUE,10027.0
43078,"CAFE 212, COLUMBIA CATERING KITCHEN - ALFRED LERNER HALL",Manhattan,BROADWAY,10027.0
187889,CARLETON LOUNGE,Manhattan,WEST  120 STREET,10027.0
9148,SLICED BY HARLEM PIZZA,Manhattan,AMSTERDAM AVENUE,10027.0
58483,MAISON HARLEM RESTAURANT,Manhattan,ST NICHOLAS AVENUE,10027.0
57533,KRISPY KREME DOUGHNUT,Manhattan,WEST  125 STREET,10027.0
158124,JUST SALAD,Manhattan,WEST  125 STREET,10027.0
6627,SHOWMAN'S CAFE,Manhattan,WEST  125 STREET,10027.0
13576,NOUS ESPRESSO BAR,Manhattan,AMSTERDAM AVENUE,10027.0
6616,CARIBBEAN STARR,Manhattan,LENOX AVENUE,10027.0
85307,KRAB QUEENZ SEAFOOD,Manhattan,WEST  125 STREET,10027.0
7471,JOHN JAY DINING HALL,Manhattan,WEST  114 STREET,10027.0
17735,ZOE CAFE,Manhattan,WEST  121 STREET,10027.0
36018,FORK AND KEY,Manhattan,AMSTERDAM AVENUE,10027.0
14092,DOMINO'S,Manhattan,WEST  125 STREET,10027.0
85364,JOE COFFEE,Manhattan,BROADWAY,10027.0
16494,GREAT CHINA RESTAURANT,Manhattan,AMSTERDAM AVENUE,10027.0
138689,DADO'S PIZZA,Manhattan,SAINT NICHOLAS AVENUE,10027.0
36132,EMPANADAS MONUMENTAL,Manhattan,AMSTERDAM AVENUE,10027.0
9268,CAFE WALLABOUT,Manhattan,AMSTERDAM AVENUE,10027.0
49898,ACCRA RESTAURANT,Manhattan,7 AVENUE,10027.0
16444,BAR 314,Manhattan,AMSTERDAM AVENUE,10027.0
43325,BAR 314,Manhattan,BROADWAY,10027.0
10480,SUBCONSCIOUS,Manhattan,AMSTERDAM AVENUE,10027.0
4631,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Manhattan,WEST  125 STREET,10027.0
29380,HONG CHEONG,Manhattan,FREDERICK DOUGLAS BOULEVARD,10027.0
70453,PISTICCI RESTAURANT,Manhattan,LA SALLE STREET,10027.0
51085,BARNARD COLLEGE - LIZ'S PLACE,Manhattan,BROADWAY,10027.0
77391,JACOB SOUL FOOD RESTAURANT,Manhattan,LENOX AVENUE,10027.0
7642,PEE DEE STEAK HOUSE II,Manhattan,WEST  125 STREET,10027.0
1839,JIN RAMEN,Manhattan,BROADWAY,10027.0
88625,MANHATTANVILLE MARKET,Manhattan,BROADWAY,10027.0
18328,"RED ROOSTER HARLEM, GINNY'S SUPPER CLUB",Manhattan,LENOX AVENUE,10027.0
68933,THE PANTRY ON 10,Manhattan,W 130TH ST,10027.0
7235,LENOX PUBLIC,Manhattan,LENOX AVENUE,10027.0
20746,EVERETT LIBRARY CAFÉ,Manhattan,WEST  120 STREET,10027.0
12768,RICH AROMA,Manhattan,WEST  125 STREET,10027.0
24718,DUNKIN,Manhattan,AMSTERDAM AVENUE,10027.0
1860,LENOX SAPHIRE,Manhattan,LENOX AVENUE,10027.0
5339,CHOKOLAT PATISSERIE,Manhattan,BROADWAY,10027.0
11264,PRESTO FRESH MEXICAN GRILL,Manhattan,WEST  125 STREET,10027.0
32671,COLUMBIA DINING URIS BLUE JAVA,Manhattan,BROADWAY,10027.0
15654,DINOSAUR BAR-B-QUE,Manhattan,12 AVENUE,10027.0
147971,CATCH & GRILL,Manhattan,MALCOLM X BOULEVARD,10027.0
36298,BARAWINE,Manhattan,WEST  120 STREET,10027.0
88194,SUBWAY,Manhattan,SAINT NICHOLAS AVENUE,10027.0
13910,JEWISH THEOLOGICAL SEMINARY CAFE,Manhattan,BROADWAY,10027.0
6779,ELYSIAN FIELDS CAFE,Manhattan,AMSTERDAM AVENUE,10027.0
38959,MELI CAFE,Manhattan,AMSTERDAM AVENUE,10027.0
112436,JOE,Manhattan,WEST  120 STREET,10027.0
12707,COVE LOUNGE,Manhattan,LENOX AVENUE,10027.0
7620,CHAPATI HOUSE,Manhattan,BROADWAY,10027.0
22922,LINCOLN FRIED CHICKEN,Manhattan,WEST  125 STREET,10027.0
30639,OMEGA SALAD BAR AND DELI,Manhattan,WEST  125 STREET,10027.0
22798,BLUE JAVA COFFEE BAR - BUTLER LIBRARY,Manhattan,WEST  114 STREET,10027.0
22774,"DUN HUANG UPPER WEST SIDE, MELLOW TEA",Manhattan,AMSTERDAM AVENUE,10027.0
149593,CORNER SOCIAL,Manhattan,LENOX AVENUE,10027.0
89781,CHEF MIKES SUB SHOP AT URIS DELI (MAIN CAMPUS),Manhattan,WEST  116 STREET,10027.0
149865,METATE AUTHENTIC MEXICAN RESTAURANT,Manhattan,AMSTERDAM AVENUE,10027.0
15366,TOAST,Manhattan,BROADWAY,10027.0
33022,SUBWAY,Manhattan,WEST  125 STREET,10027.0
15235,WINGSTOP,Manhattan,WEST  125 STREET,10027.0
24551,WEST PLACE,Manhattan,AMSTERDAM AVENUE,10027.0
36809,JOE COFFEE COMPANY,Manhattan,BROADWAY,10027.0
34289,NARANJITO JUICE,Manhattan,AMSTERDAM AVENUE,10027.0
126345,123 Burger Shot Beer,Manhattan,WEST  125 STREET,10027.0
9838,"HARLEM BAR-B-Q, NABE HARLEM",Manhattan,8 AVENUE,10027.0
3936,TANGS JIANG RESTAURANT,Manhattan,SAINT NICHOLAS AVENUE,10027.0
44809,SUSHI INOUE,Manhattan,MALCOLM X BLVD,10027.0
9069,NEW KING WOK RESTAURANT,Manhattan,7 AVENUE,10027.0
2261,RED LOBSTER,Manhattan,WEST  125 STREET,10027.0
9086,CHECKERS,Manhattan,WEST  125 STREET,10027.0
62432,FACULTY HOUSE,Manhattan,MORNINGSIDE DRIVE,10027.0
4593,KRISPY KRUNCHY CHICKEN AND PIZZA,Manhattan,AMSTERDAM AVENUE,10027.0
333,KFC,Manhattan,WEST  125 STREET,10027.0
126892,THE PANTRY ON 3,Manhattan,WEST  130 STREET,10027.0
184143,FORUM BUILDING PANTRY,Manhattan,WEST  125 STREET,10027.0
109424,EL NUEVO TINA RESTAURANT,Manhattan,WEST  125 STREET,10027.0
25324,BARNARD COLLEGE - MILSTEIN CENTER PEETS COFFEE,Manhattan,BROADWAY,10027.0
45819,APOLLO THEATRE CONCESSIONS,Manhattan,WEST  125 STREET,10027.0
41039,DRAGON SUSHI,Manhattan,AMSTERDAM AVENUE,10027.0
10619,EVERYTABLE,Manhattan,WEST  125 STREET,10027.0
26355,AMERICAN LEGION VETERANS POST,Manhattan,WEST  132 STREET,10027.0
65919,SOTTOCASA PIZZERIA,Manhattan,LENOX AVENUE,10027.0
