,the_geom,NAME
1874,POINT (-73.94705607531108 40.811979944953215),SALEM DAY CARE CENTER
9067,POINT (-73.87617481946258 40.68876429840489),SALEM FIELD CEMETERY
10267,POINT (-73.88029235260367 40.69073882559102),SALEM FIELD CEMETERY
12220,POINT (-74.0150557613168 40.64447951479969),SALEM GOSPEL TABERNACLE
3996,POINT (-74.02130942013267 40.635924100851916),SALEM LUTHERAN CHURCH
8596,POINT (-73.9591363953405 40.64716395260063),SALEM MISSIONARY BAPTIST CHURCH
13873,POINT (-73.94670719949546 40.81187849301201),SALEM UNITED METHODIST CH
2489,POINT (-73.97824593462323 40.765051397294485),SALISBURY HOTEL
4798,POINT (-73.93060241088094 40.60407516963695),SALT MARSH NATURE CENTER
2564,POINT (-73.94808916193264 40.8016613186685),SALVATION & DELIVERANCE CHURCH
18823,POINT (-73.91725888198715 40.689368211877614),SALVATION ARMY BROOKLYN BUSHWICK CORPS COMMUNITY CENTER
18729,POINT (-73.90638343395439 40.66111138876784),SALVATION ARMY BROWNSVILLE CORPS COMMUNITY CENTER
8468,POINT (-73.90646728775852 40.6611093122863),SALVATION ARMY BROWNSVILLE DAY CARE
8199,POINT (-73.91336189985758 40.822739534263384),SALVATION ARMY CITADEL CORPS COMMUNITY CENTER
6501,POINT (-73.91449201917811 40.756674306113176),SALVATION ARMY CORPS COMMUNITY CENTER LIC
10670,POINT (-74.08372109055277 40.6052089867961),SALVATION ARMY STORE
18752,POINT (-73.95775656565795 40.64608872274564),SALVATION CHURCH OF GOD
17390,POINT (-73.81038869364141 40.69456665408798),SALVATION TABERNACLE CHURCH
18531,POINT (-73.82831100366667 40.88645905617133),SALVATORE R NACLERIO PLAZA
2032,POINT (-73.88716967838218 40.67595439069147),SALVE REGINA CATHOLIC ACADEMY
17669,POINT (-73.8867150738685 40.67600457744044),SALVE REGINA CATHOLIC ACADEMY LOWER SCHOOL
12934,POINT (-73.88195621014405 40.685070995516405),SAM LEGGIO TRIANGLE
16252,POINT (-73.88712834383719 40.834336032269164),SAMARA COMMUNITY SCHOOL
7918,POINT (-74.15282403934273 40.62587400765979),SAMARITAN DAYTOP VILLAGE
7162,POINT (-73.86332042787372 40.67427007386849),SAMARITAN VILLAGE FORBELL MENS SHELTER
16188,POINT (-73.9717985334974 40.74985254709207),SAMOA MISSION TO UN
10931,POINT (-73.9385994483716 40.82000889410166),SAMUEL CITY HOUSES
15216,POINT (-73.93723909870943 40.82020041932441),SAMUEL CITY HOUSES BUILDING 1
15247,POINT (-73.9379244972856 40.82268222139703),SAMUEL CITY HOUSES BUILDING 10
15248,POINT (-73.93797804732259 40.82259363205372),SAMUEL CITY HOUSES BUILDING 11
15249,POINT (-73.93804618339027 40.82250012715121),SAMUEL CITY HOUSES BUILDING 12
15250,POINT (-73.93812729252078 40.82239432116058),SAMUEL CITY HOUSES BUILDING 13
15225,POINT (-73.93925354020347 40.82068332593948),SAMUEL CITY HOUSES BUILDING 14
15226,POINT (-73.93942685278351 40.820615684016296),SAMUEL CITY HOUSES BUILDING 15
15227,POINT (-73.93948720485176 40.82052414640842),SAMUEL CITY HOUSES BUILDING 16
15228,POINT (-73.93959037010977 40.82030766408932),SAMUEL CITY HOUSES BUILDING 18
15229,POINT (-73.93930670270848 40.82020450709721),SAMUEL CITY HOUSES BUILDING 19
15217,POINT (-73.9374030927802 40.82027554579997),SAMUEL CITY HOUSES BUILDING 2
15230,POINT (-73.93921508494589 40.820159627650426),SAMUEL CITY HOUSES BUILDING 20
15231,POINT (-73.93895904140456 40.82005170555952),SAMUEL CITY HOUSES BUILDING 21
15232,POINT (-73.93872804892342 40.819985780659096),SAMUEL CITY HOUSES BUILDING 22
15233,POINT (-73.93859377920855 40.81992560216992),SAMUEL CITY HOUSES BUILDING 23
15234,POINT (-73.93834023511967 40.819831988787456),SAMUEL CITY HOUSES BUILDING 24
15235,POINT (-73.93821347330545 40.819774689088405),SAMUEL CITY HOUSES BUILDING 25
15238,POINT (-73.93772643827174 40.81896014697594),SAMUEL CITY HOUSES BUILDING 26
15239,POINT (-73.93779180668098 40.81887624266899),SAMUEL CITY HOUSES BUILDING 27
15240,POINT (-73.93909183065881 40.81929758971899),SAMUEL CITY HOUSES BUILDING 29
15218,POINT (-73.93759116024421 40.8203293816743),SAMUEL CITY HOUSES BUILDING 3
15241,POINT (-73.93915581822775 40.81934913187997),SAMUEL CITY HOUSES BUILDING 30
15242,POINT (-73.93922829033335 40.81939137853008),SAMUEL CITY HOUSES BUILDING 31
15243,POINT (-73.93943353815833 40.819435125779044),SAMUEL CITY HOUSES BUILDING 32
15246,POINT (-73.93981529222577 40.82006773575872),SAMUEL CITY HOUSES BUILDING 33
15245,POINT (-73.93982953390498 40.819938972092864),SAMUEL CITY HOUSES BUILDING 34
15244,POINT (-73.9400217751685 40.81978955426429),SAMUEL CITY HOUSES BUILDING 35
15251,POINT (-73.93926264885418 40.8182072241595),SAMUEL CITY HOUSES BUILDING 36
15252,POINT (-73.94080904323384 40.81872666071934),SAMUEL CITY HOUSES BUILDING 37
15253,POINT (-73.9408460563231 40.8186498000999),SAMUEL CITY HOUSES BUILDING 38
15219,POINT (-73.93794336647328 40.8204451086019),SAMUEL CITY HOUSES BUILDING 4
15254,POINT (-73.94027727351455 40.817023510768614),SAMUEL CITY HOUSES BUILDING 44
15255,POINT (-73.94010686716118 40.81695385752776),SAMUEL CITY HOUSES BUILDING 45
15237,POINT (-73.93724680736294 40.81962631843948),SAMUEL CITY HOUSES BUILDING 48
15236,POINT (-73.9377779814391 40.8195626977683),SAMUEL CITY HOUSES BUILDING 49
15220,POINT (-73.93808359356784 40.820538900609534),SAMUEL CITY HOUSES BUILDING 5
15221,POINT (-73.93826340438235 40.820597659348536),SAMUEL CITY HOUSES BUILDING 6
15222,POINT (-73.93856071314856 40.82038056707498),SAMUEL CITY HOUSES BUILDING 7
15223,POINT (-73.93881299653714 40.82048182007833),SAMUEL CITY HOUSES BUILDING 8
15224,POINT (-73.93904896092711 40.82057923865233),SAMUEL CITY HOUSES BUILDING 9
4493,POINT (-73.72328091077388 40.761043549850086),SAMUEL FIELD Y
4904,POINT (-73.97724210576162 40.61112470460687),SAMUEL GOLDBERG TRIANGLE
14533,POINT (-73.90765943217541 40.810679107592875),SAMUEL GOMPERS CAMPUS
4187,POINT (-73.83873543247158 40.84155684180706),SAMUEL H YOUNG PARK
15256,POINT (-73.94094780183006 40.81851586994474),SAMUEL I MHOP HOUSES BUILDING 40
4483,POINT (-73.98678126263867 40.760314709264385),SAMUEL J FRIEDMAN THEATRE
18246,POINT (-73.98673729137211 40.73773312604254),SAMUEL J TILDEN HOUSE
13179,POINT (-73.9527547574391 40.80255358157899),SAMUEL MARX TRIANGLE
2635,POINT (-73.94070590568275 40.818473271843),SAMUEL MHOP I HOUSES
9366,POINT (-73.94002374441281 40.81692633746712),SAMUEL MHOP II HOUSES
3390,POINT (-73.93951295059867 40.8194800437201),SAMUEL MHOP III HOUSES
9329,POINT (-73.98689854779347 40.77394755721131),SAMUEL N BENNERSON 2ND PLAYGROUND
1253,POINT (-73.95082914932682 40.78540944869962),SAMUEL SEABURY PLAYGROUND
7675,POINT (-73.97151266999433 40.75597125268495),SAN CARLOS HOTEL
18420,POINT (-73.95390425286243 40.72305110430688),SAN DAMIANO MISSION CATHOLIC CHURCH
8300,POINT (-74.00432650537986 40.74514617763326),SAN JOSE DAY NURSERY
11680,POINT (-73.99633028858551 40.720508480541824),SAN LORENZO RUIZ CHAPEL
5444,POINT (-73.94809546425982 40.66232410317934),SANCTIFIED LEARNING CENTER
4318,POINT (-73.82720667395193 40.58026782421083),SANDPIPER PLAYGROUND
3446,POINT (-73.73262663456467 40.86701773223785),SANDS POINT DAYBEACON
4648,POINT (-73.73756376100975 40.8687101314976),SANDS POINT REEF LIGHTED BUOY 25
20241,POINT (-74.23477966827295 40.53050120022645),SANDY GROUND WOODS
6974,POINT (-74.06545496319606 40.61730644602321),SANDY HOOK PILOT STATION
4346,POINT (-74.19407018144821 40.56833978993089),SANITATION BOROUGH REPAIR SHOP
3941,POINT (-74.077340679345 40.63460080220199),SANITATION GARAGE 70A
3964,POINT (-73.99768204583995 40.66886471977485),SANITATION HAMILTON AVE MARINE TRANSFER STATION
16840,POINT (-73.93370383892874 40.679312969560435),SANKOFA INTERNATIONAL ACADEMY
19866,POINT (-73.8861701525725 40.6655775716888),SANKOFA PARK PLAYGROUND
8112,POINT (-73.85040331994887 40.8385793598534),SANTA MARIA CHURCH
7781,POINT (-73.84872115280717 40.838425293033616),SANTA MARIA SCHOOL
2752,POINT (-73.98825801442295 40.57606485180747),SANTOS WHITE COMMUNITY GARDEN
4445,POINT (-73.9723303593725 40.76001860594205),SAO TOME AND PRINCIPE MISSION TO UN
18085,POINT (-73.82319820912723 40.76538878453338),SAPPHIRE CENTER FOR REHABILITATION & NURSING CENTRAL QUEENS
11894,POINT (-73.91090322389869 40.90373036769984),SAR ACADEMY
16408,POINT (-73.9046895122115 40.90718808932547),SAR HIGH SCHOOL
16281,POINT (-73.99155011998822 40.721708040984645),SARA D ROOSEVELT PARK
19331,POINT (-74.09845246973971 40.63782109196053),SARAH HOLZKA CENTER
19144,POINT (-73.9172641499112 40.68613122120874),SARATOGA AVENUE COMMUNITY CENTER
1210,POINT (-73.91431739724976 40.67532759403742),SARATOGA BALLFIELDS
8319,POINT (-73.7696687990772 40.657886803011614),SARATOGA FAMILY INN
11417,POINT (-73.76961106577141 40.65786587194952),SARATOGA FAMILY INN DAY CARE
19776,POINT (-73.91613307426663 40.67877217912362),SARATOGA FARM
1617,POINT (-73.91514734788598 40.684829501730874),SARATOGA LIBRARY
20122,POINT (-73.91882752524278 40.68489424186309),SARATOGA PARK
20095,POINT (-73.91901619413929 40.68505355955218),SARATOGA PARK COMFORT STATION
20094,POINT (-73.91947641598688 40.68494904741798),SARATOGA PARK PLAYGROUND
14819,POINT (-73.91672788185598 40.68533570827276),SARATOGA SQUARE SENIOR CENTER
9472,POINT (-73.91749042858393 40.686018209562455),SARATOGA VILLAGE HOUSES
7792,POINT (-73.98757572070978 40.757831790835326),SARDIS WEST
20184,POINT (-73.93749952166033 40.62018971209864),SARSFIELD PLAYGROUND
20165,POINT (-73.93718112427239 40.62033869182077),SARSFIELD PLAYGROUND COMFORT STATION
4725,POINT (-73.99284189791622 40.715345964938955),SATELLITE 1 FDNY
9174,POINT (-73.81823703075335 40.82124824125414),SATELLITE 2 FDNY
12134,POINT (-74.10058203616019 40.590731861018696),SATELLITE 5 FDNY
2042,POINT (-73.99053773134628 40.74746148995274),SATELLITE ACADEMY HIGH SCHOOL
19100,POINT (-73.94660388669442 40.67877802657631),SATELLITE EAST MIDDLE SCHOOL
8445,POINT (-73.96611637041129 40.7524214579651),SAUDI ARABIA CONSULATE
3424,POINT (-73.96846993499956 40.75113594482648),SAUDI ARABIA MISSION
1211,POINT (-73.77641876934825 40.74816214837429),SAUL WEPRIN PLAYGROUND
17292,POINT (-73.90903197651515 40.67838750449516),SAVED TO SERVE FAMILY WORSHIP CENTER
5345,POINT (-73.9372729176112 40.81646240916716),SAVOY PARK APARTMENT
2701,POINT (-74.191656649356 40.60913875114025),SAW MILL CREEK MARSH
3350,POINT (-73.9194107351902 40.8089478461285),SAW MILL PLAYGROUND
11268,POINT (-73.94038212662052 40.78836960439032),SCAN LAGUARDIA HOUSE NURSERY
17000,POINT (-73.8369899838514 40.82514246449841),SCANLAN H S GALLAGHER HALL
17949,POINT (-73.8387186183658 40.82604402535868),SCANLAN HS ALUMNI BUILDING
17950,POINT (-73.83848378630108 40.82555276838413),SCANLAN HS BROTHERS CONVENT
17951,POINT (-73.8387196931572 40.8263123046377),SCANLAN HS BUILDING 9 A
17952,POINT (-73.83850018710268 40.826355478728026),SCANLAN HS BUILDING 9 B
16999,POINT (-73.83770648657402 40.82566871313507),SCANLAN HS HELENA HALL
17882,POINT (-73.83796672915774 40.82526430254891),SCANLAN HS MAIN BUILDING
17947,POINT (-73.83806911303628 40.825692400924694),SCANLAN HS SISTERS COTTAGE
17539,POINT (-74.24121436675266 40.53941856480611),SCARA MIX CONCRETE
19713,POINT (-73.98433885532334 40.59466594082813),SCARANGELLA PARK
19246,POINT (-73.98460996111264 40.5944417258473),SCARANGELLA PARK UTILITY SHED
19247,POINT (-73.9842102812956 40.59405782898124),SCARANGELLA PLAYGROUND
15504,POINT (-73.96915329110125 40.70902899340496),SCHAEFER LANDING
15411,POINT (-73.96915102785336 40.709187150902096),SCHAEFER LANDING NORTH
15404,POINT (-73.96996021522072 40.7085689912094),SCHAEFER LANDING PIER
15410,POINT (-73.96939120577673 40.70885276886017),SCHAEFER LANDING SOUTH
13127,POINT (-73.84156373422009 40.701097751691115),SCHAEFER OVAL
13023,POINT (-73.96947260826103 40.74957535108593),SCHARANSKY STEPS
19840,POINT (-73.88637315570456 40.66569711989661),SCHENCK PLAYGROUND
14052,POINT (-74.0038277309676 40.70640804265293),SCHERMERHORN ROW
16308,POINT (-73.91881517843451 40.88317947017121),SCHERVIER REHABILITATION & NURSING CENTER
12210,POINT (-74.00177623339304 40.57353034002282),SCHEUER HOUSE OF CONEY ISLAND
1638,POINT (-73.9538101715012 40.5776834440511),SCHEUER HOUSE OF MANHATTAN BEACH
19357,POINT (-73.99063863213837 40.71930454971796),SCHIFF MALLS
13157,POINT (-73.95703041659132 40.58280124772221),SCHLOSS TRIANGLE
1446,POINT (-74.18635380896897 40.588917319307114),SCHMUL PARK
11665,POINT (-74.18776646173335 40.58995673945324),SCHMUL PARK PLAYGROUND
6717,POINT (-73.82589390511033 40.836744325180135),SCHNEIDER SAMPSON SQUARE
14350,POINT (-73.82523864220279 40.58428327790854),SCHOALRS ACADEMY SCHOOL
7322,POINT (-73.89901991621532 40.82342400478302),SCHOMBERG ACADEMY GARDEN
11650,POINT (-73.9409439378265 40.81464862400343),SCHOMBURG CENTER FOR RESEARCH IN BLACK CULTURE
12171,POINT (-73.94871308626477 40.79715873433068),SCHOMBURG PLAZA SENIOR CITIZEN CENTER
14355,POINT (-73.87454596967952 40.670555624041114),SCHOOL FOR CLASSICS AN ACADEMY OF THINKERS WRITERS & PERFORMERS
14101,POINT (-73.90331823302245 40.85505225867905),SCHOOL FOR ENVIRONMENTAL CITIZENSHIP
2223,POINT (-73.90434743588338 40.827251397953),SCHOOL FOR EXCELLENCE
14545,POINT (-74.0074669577732 40.632169382856034),SCHOOL FOR FUTURE LEADERS
5989,POINT (-73.985723503418 40.720451545474),SCHOOL FOR GLOBAL LEADERS
14435,POINT (-73.94313072919226 40.65917252093439),SCHOOL FOR HUMAN RIGHTS
16853,POINT (-73.8186413026817 40.704909160896634),SCHOOL FOR LANGUAGE & COMMUNICATION DEVELOPMENT HIGH SCHOOL
16852,POINT (-73.89352552760134 40.738844744329),SCHOOL FOR LANGUAGE & COMMUNICATION DEVELOPMENT MIDDLE SCHOOL
19039,POINT (-73.93609750655301 40.8487376271798),SCHOOL IN THE SQUARE CHARTER SCHOOL
5461,POINT (-73.94482356544006 40.78361230449506),SCHOOL OF COOPERATIVE TECHNICAL EDUCATION
18971,POINT (-74.00408800978056 40.6429803995914),SCHOOL OF CREATIVITY AND INNOVATION
20517,POINT (-73.95224370848415 40.81501846470085),SCHOOL OF EARTH EXPLORATION AND DISCOVERY HARLEM SEED HARLEM
14062,POINT (-73.93744921127869 40.67249359913931),SCHOOL OF INTEGRATED LEARNING
14438,POINT (-74.02019909431719 40.63948566755452),SCHOOL OF MATH SCIENCE AND HEALTHY LIVING
3600,POINT (-73.8942446964721 40.82208372563687),SCHOOL OF PERFORMING ARTS
6867,POINT (-73.95444864759597 40.63277168563255),SCHOOL OF SCIENCE & TECHNOLOGY
8613,POINT (-73.98138974437677 40.77696918010315),SCHOOL OF THE BLESSED SACRAMENT
15713,POINT (-73.89756654028184 40.66563952458553),SCHOOL OF THE FUTURE BROOKLYN
9132,POINT (-73.98539349389803 40.73907842443413),SCHOOL OF THE FUTURE HIGH SCHOOL
15313,POINT (-73.98226222903502 40.73869606413609),SCHOOL OF VISUAL ARTS
8205,POINT (-73.94659132685734 40.71632520648425),SCHOOL SETTLEMENT ASSOCIATION COMMUNITY CENTER
10414,POINT (-73.91124791346749 40.655085948087),SCHULMAN AND SCHACHNE INSTITUTE AMBOY ST
16031,POINT (-73.91335802651312 40.65554940716457),SCHULMAN AND SCHACHNE INSTITUTE ROCKAWAY PKWY
16032,POINT (-73.91479903184042 40.655908472495895),SCHULMAN AND SCHACHNE INSTITUTES ADULT DAY HEALTH CARE PROGRAM
13192,POINT (-73.94554149422746 40.77367783538735),SCHURZ PARK E 85 ST ENTRANCE
13039,POINT (-73.94416601776602 40.775572820773576),SCHURZ PARK E 87 ST ENTR
13856,POINT (-73.94462425461865 40.77491280341161),SCHURZ PARK MAIN ENTRANCE
5363,POINT (-73.97283871494515 40.796940730597996),SCHUYLER ARMS CO-OP
6664,POINT (-73.80472305950887 40.81232880389925),SCHUYLER HILL CIVIC ASSOC BEACH
3265,POINT (-73.805164220884 40.812154092370186),SCHUYLER HILL CIVIC ASSOCIATION
10795,POINT (-73.80510905939458 40.81196839073196),SCHUYLER HILL CIVIC CLUB HOUSE
15864,POINT (-73.83910140022967 40.840135134840644),SCHUYLERVILLE PREPARATORY HIGH SCHOOL
13593,POINT (-73.93238860431539 40.78457073578996),SCHWARTZ BUILDING WARDS ISLAND
14142,POINT (-73.91767516539883 40.828302475625705),SCIENCE AND TECHNOLOGY ACADEMY A MOTT HALL SCHOOL
2170,POINT (-73.98299246757266 40.748144651026315),SCIENCE INDUSTRY AND BUSINESS LIBRARY
18871,POINT (-73.99698551997385 40.67734148372428),SCIENCE LANGUAGE & ARTS INTERNATIONAL SCHOOL EARLY CHILDHOOD CAMPUS
18870,POINT (-73.98216651394148 40.68892498697367),SCIENCE LANGUAGE & ARTS INTERNATIONAL SCHOOL MAIN CAMPUS
2092,POINT (-73.98466158703211 40.69740775353547),SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCETECHNOLOGY AND THE CREATIVE ARTS
14473,POINT (-73.95818835310368 40.6497357314714),SCIENCE TECHNOLOGY & RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS
18371,POINT (-73.90354468464605 40.834606550062524),SCO FAMILY OF SERVICES
16805,POINT (-73.81113817144195 40.70877142171655),SCO FAMILY OF SERVICES OTTILIE CAMPUS
11631,POINT (-73.9175921377614 40.627534053114076),SCOTT MEDICAL CENTER
3049,POINT (-73.92553985169125 40.7839603753816),SCYLLA PLAYGROUND
13563,POINT (-73.92620708813006 40.78369828986793),SCYLLA PLAYGROUND COMFORT STATION
253,POINT (-73.96273641027244 40.7818986652717),SE RESVR BRDG OVER BRIDLE PATH
9868,POINT (-73.97217224196335 40.57625645481452),SEA BREEZE JEWISH CENTER
8305,POINT (-74.00343523854846 40.5725198679493),SEA GATE BEACH
4628,POINT (-74.00333106089728 40.57347663569235),SEA GATE BEACH & CABANA CLUB
10838,POINT (-74.00285322239334 40.57323326077785),SEA GATE BEACH CLUB HOUSE
11526,POINT (-74.00299840570668 40.57300046303021),SEA GATE BEACH CLUB POOL
18742,POINT (-74.00327725273924 40.57351821338443),SEA GATE POLICE HEADQUARTERS
17565,POINT (-73.97859667165389 40.758462700712144),SEA GRILL ROCKEFELLER CENTER
15684,POINT (-73.91362606675423 40.60227925020986),SEA TRAVELERS BOAT SALES
15683,POINT (-73.91116500772299 40.601897098904836),SEA TRAVELERS MARINA
10209,POINT (-74.13220324652342 40.59240929153977),SEA VIEW HOSPITAL REHABILITATION CENTER & HOME
9166,POINT (-73.86167578940903 40.81679836027839),SEABURY DAY CARE CENTER
2891,POINT (-73.88795435896543 40.8365336337053),SEABURY PLAYGROUND
4064,POINT (-73.99019074205339 40.572237528469486),SEACREST HEALTH CARE CENTER
16017,POINT (-73.78965014202986 40.85100221036142),SEAFOOD CITY RESTAURANT
7324,POINT (-73.74046705127834 40.59693849832996),SEAGIRT AVENUE WETLANDS
2333,POINT (-73.9722144732927 40.75847213753671),SEAGRAM BUILDING
16878,POINT (-74.01255273171819 40.706275426739694),SEAMENS CHURCH INSTITUTE
12575,POINT (-73.91836857646675 40.76074847610718),SEANS PLACE
3648,POINT (-73.97387501477846 40.735312670069014),SEAPLANE TERMINAL 2430 FDR DRIVE
7419,POINT (-73.95500571059583 40.6460547166834),SEARS AUTO CENTER
1765,POINT (-73.95547775824636 40.645254140321725),SEARS BEVERLEY RD
16171,POINT (-73.97249751539432 40.57428170604133),SEASIDE COURTS
9177,POINT (-73.83772574898423 40.579417721753636),SEASIDE LIBRARY
12581,POINT (-73.83079846946741 40.580969833067414),SEASIDE PLAYGROUND
17586,POINT (-74.06154402449948 40.59528834050501),SEASIDE PLAZA APARTMENTS
2708,POINT (-74.14278147980168 40.54051857758744),SEASIDE WILDLIFE NATURE PARK
19899,POINT (-73.927225711969 40.67878370371463),SEASONS OF VISION GARDEN
10400,POINT (-74.13064441204195 40.59109228837153),SEAVIEW HOSPITAL BUILDING 13
5433,POINT (-74.13427992901512 40.59147573018436),SEAVIEW HOSPITAL BUILDING 32
2582,POINT (-73.88898339843928 40.6353798017141),SEAVIEW JEWISH CENTER
20486,POINT (-73.96766256228248 40.57464129907599),SEAWATER INTAKE
1582,POINT (-73.80281007425039 40.59485951105394),SEAWAY MARINA
20124,POINT (-73.92098671033585 40.589621460174605),SEBA PLAYGROUND COMFORT STATION
9111,POINT (-73.8937345673012 40.81910909541301),SEBCO SENIOR PROGRAMS
9345,POINT (-74.01178145514139 40.657099484805016),SECOND AVENUE YARD
17127,POINT (-73.89176245186741 40.673959745751496),SECOND CALVARY BAPTIST CHURCH
18498,POINT (-73.91427374479618 40.73345020151412),SECOND CALVARY CEMETERY
5148,POINT (-73.93974504325983 40.808897640209324),SECOND CORINTHIAN BAPTIST CHURCH
9843,POINT (-74.00479493259691 40.63974310580712),SECOND EVANGELICAL FREE CHURCH
5089,POINT (-73.95048599646208 40.807524493185966),SECOND FRIENDSHIP BAPTIST CHURCH
7967,POINT (-73.96510544764662 40.791545849699396),SECOND PRESBY CHURCH
6460,POINT (-73.94703508649926 40.801163442539874),SECOND PROVIDENCE BAPTIST CHURCH
2913,POINT (-73.98034204159448 40.72248459493794),SECRET GARDEN
15085,POINT (-73.92201323735348 40.846470007368346),SEDGWICK COMMUNITY CENTER
2646,POINT (-73.92256574315631 40.846026516533804),SEDGWICK DAY CARE CENTER
6874,POINT (-73.92249178437518 40.84656504038559),SEDGWICK HOUSES
9208,POINT (-73.92147970114358 40.846764783163536),SEDGWICK HOUSES BUILDING 1
4985,POINT (-73.92222623558824 40.84694491123186),SEDGWICK HOUSES BUILDING 2
7291,POINT (-73.92289356447193 40.84715025331589),SEDGWICK HOUSES BUILDING 3
11820,POINT (-73.92205825709638 40.846319221645246),SEDGWICK HOUSES BUILDING 4
10175,POINT (-73.92275424569357 40.84652194609643),SEDGWICK HOUSES BUILDING 5
